Selected,Order ID,ship-city,index,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,Day,Month,Year
No,407-4060062-6418701,Kancheepuram,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Tamil nadu,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-4060062-6418701,Kancheepuram,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-3519437-9868359,Theni,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Tamil nadu,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-3671702-8135516,Kolkata,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,≥ 0.150045,West bengal,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-8642348-2885906,Palacoderu,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,≥ 0.150045,Andhra pradesh,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-4077468-0604355,Karwi,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,≥ 0.150045,Uttar pradesh,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-0582407-3233966,Talwara,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,≥ 0.150045,Jammu & kashmir,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,408-6092444-0889140,Kharar,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,0.0728844 - 0.101365,Punjab,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-5889974-9480333,Faridabad,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,< 0.0728844,Haryana,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-3693739-9437146,Vadodara,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,≥ 0.150045,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,403-7198421-5608330,"Medavakkam, chennai",≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,405-1022591-2308349,Muppathadam,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Kerala,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,403-7504192-8497953,Pune,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,403-7547906-5757934,Coimbatore,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Tamil nadu,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,408-3500040-5756334,Mohali,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,< 0.0728844,Punjab,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,403-8632502-6900330,Jsw steel plant township,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,404-5179315-0957917,Bengaluru,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,404-5762253-2053143,Panchkula,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Haryana,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,405-6244123-8306728,Pimpri chinchwad,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-5533998-6808330,Tirupati,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,≥ 0.150045,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-8986907-2694722,Chennai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-8986907-2694722,Chennai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,0.129481 - 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-8986907-2694722,Chennai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,≥ 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-8986907-2694722,Chennai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,< 0.125,INR,0.101365 - 0.129481,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-7155348-8154718,Warangal rural,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-9633930-2485110,Dhanbad,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,≥ 0.150045,Jharkhand,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-4132864-6873913,Bishunipur,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XS,Shipped,< 0.125,INR,0.129481 - 0.150045,Uttar pradesh,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,404-7789968-8373150,Chennai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,405-7234530-7907518,Jammu,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Jammu & kashmir,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,403-0068148-2379571,Chennai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-6047292-3954749,Hassan,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-9850092-8525164,Agra,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,≥ 0.150045,Uttar pradesh,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-0281176-5793972,Chennai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,404-3996026-0814729,Thane,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-0909855-6593161,Margao,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,3XL,Shipped,< 0.125,INR,≥ 0.150045,Goa,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,405-1255664-4345105,Hyderabad,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,403-9110437-6761151,Chennai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-9792025-3788316,Kolkata,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,XXL,Shipped,< 0.125,INR,< 0.0728844,West bengal,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-6558893-6279523,Cuttack,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Saree,Free,Shipped,< 0.125,INR,0.129481 - 0.150045,Odisha,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,403-1604799-2169943,Bhagalpur,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,L,Shipped,< 0.125,INR,0.129481 - 0.150045,Bihar,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-2572064-6611535,Hyderabad,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XXL,Shipped,< 0.125,INR,0.129481 - 0.150045,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,403-5618753-4129162,Bengaluru,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-0389257-2381166,New delhi,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,≥ 0.150045,Delhi,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-0036257-8193125,Madhyamgram,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,West bengal,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-2698988-5866717,New delhi,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,0.129481 - 0.150045,Delhi,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,405-0865124-7865913,Bangalore,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,L,Shipped,< 0.125,INR,0.129481 - 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-9411999-0186729,Bhimavaram,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Andhra pradesh,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-0375965-9281124,Pimpri chinchwad,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,≥ 0.150045,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,408-7749818-0430712,Bengaluru,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,≥ 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-5889501-0953146,Bengaluru,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-5889501-0953146,Bengaluru,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-3443364-5663553,New delhi,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Delhi,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,405-6848867-8439532,Mumbai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Picked Up,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-1051877-1969122,New delhi,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,XL,Shipped,< 0.125,INR,< 0.0728844,Delhi,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-3032408-0336367,Chennai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,404-1829058-0860334,Chennai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,≥ 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-8250013-4637930,Warangal,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,< 0.125,INR,0.101365 - 0.129481,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,404-5982470-6969906,Erode,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,≥ 0.150045,Tamil nadu,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,405-0732216-2362756,Mysore,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,≥ 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-1916128-7739507,Bengaluru,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,0.0728844 - 0.101365,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-1916128-7739507,Bengaluru,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,S,Shipped,< 0.125,INR,0.0728844 - 0.101365,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,408-3962467-5434756,Kanpur,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Uttar pradesh,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,407-6698129-5382758,Kothamangalam,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Kerala,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,403-9178433-0366763,Bhavnagar,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,408-3078610-6949908,Navi mumbai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,XXL,Shipped,< 0.125,INR,< 0.0728844,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,408-2707488-9209135,Barabanki,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,≥ 0.150045,Uttar pradesh,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,403-3385852-7038757,Edakkode,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,S,Shipped,< 0.125,INR,0.101365 - 0.129481,Kerala,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-2604506-0533125,Pune,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,< 0.125,INR,≥ 0.150045,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,404-0476106-9221156,Kurnool,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,404-0476106-9221156,Kurnool,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,405-8295159-5386764,Bengaluru,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,405-8295159-5386764,Bengaluru,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,408-2541939-7624343,Chandigarh,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Chandigarh,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-7927884-7094735,Barwani,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,3XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Madhya pradesh,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,171-6202508-4142701,Ahmedabad,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XS,Shipped,< 0.125,INR,0.0728844 - 0.101365,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-5756628-8887561,Alanthurai,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,≥ 0.150045,Tamil nadu,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-4462244-8906708,Howrah,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,M,Shipped,< 0.125,INR,0.0728844 - 0.101365,West bengal,≥ 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,404-6033615-7381168,Guntur,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,≥ 0.150045,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-9126268-7715567,Farooqnagar,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XS,Shipped,< 0.125,INR,0.129481 - 0.150045,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,402-5834306-0674705,Bhimavaram,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,< 0.125,INR,0.101365 - 0.129481,Andhra pradesh,0.56368 - 0.691869,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-4114480-5289951,Prayagraj,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Uttar pradesh,< 0.185215,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
No,406-1557548-6475517,Pune,≥ 0.765048,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,≥ 0.150045,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,< 0.2166667,≥ 0.833333,single_value
